Country,Population,Gender,Micronutrient,Age,P_Deficiency_Primary,P_Marginal,P_Severe
Pakistan,Women,Female,zinc,15.0,22.7,,
Pakistan,Women,Female,zinc,15.0,20.4,,
Pakistan,Women,Female,zinc,15.0,16.0,,
Pakistan,Women,Female,zinc,15.0,21.2,,
Pakistan,Women,Female,zinc,15.0,24.4,,
Pakistan,Women,Female,zinc,15.0,22.8,,
Pakistan,Women,Female,zinc,15.0,22.4,,
Pakistan,Women,Female,zinc,15.0,20.8,,
Pakistan,Women,Female,zinc,15.0,19.5,,
Pakistan,Women,Female,zinc,15.0,42.7,,
Pakistan,Women,Female,zinc,15.0,23.4,,
Pakistan,Women,Female,zinc,15.0,38.2,,
Pakistan,Women,Female,zinc,15.0,17.8,,
Philippines,Adults,All,zinc,20.0,37.3,,
Philippines,Adults,All,zinc,20.0,34.6,,
Philippines,Adults,All,zinc,20.0,19.7,,
Philippines,Adults,All,zinc,20.0,18.9,,
Philippines,Adults,All,zinc,20.0,37.3,,
Philippines,Adults,All,zinc,20.0,14.8,,
Philippines,Adults,All,zinc,20.0,17.2,,
Philippines,Adults,All,zinc,20.0,30.8,,
Philippines,Adults,All,zinc,20.0,23.2,,
Philippines,Adults,All,zinc,20.0,30.2,,
Philippines,Adults,All,zinc,20.0,13.3,,
Philippines,Adults,All,zinc,20.0,30.3,,
Philippines,Adults,All,zinc,20.0,44.3,,
Philippines,Adults,All,zinc,20.0,36.1,,
Philippines,Adults,All,zinc,20.0,45.4,,
Philippines,Adults,All,zinc,20.0,39.8,,
Philippines,Adults,All,zinc,20.0,37.7,,
Philippines,Adults,All,zinc,20.0,28.1,,
Philippines,Men,Male,zinc,20.0,27.8,,
Philippines,Women,Female,zinc,20.0,28.4,,
Philippines,Adults,All,zinc,20.0,27.1,,
Philippines,Adults,All,zinc,20.0,29.0,,
Philippines,Adults,All,zinc,20.0,25.8,,
Philippines,Adults,All,zinc,20.0,33.9,,
Philippines,Adults,All,zinc,20.0,28.4,,
Senegal,Women,Female,zinc,15.0,67.3,,
Senegal,Women,Female,zinc,15.0,67.2,,
Senegal,Women,Female,zinc,20.0,63.7,,
Senegal,Women,Female,zinc,30.0,72.3,,
Senegal,Women,Female,zinc,40.0,67.8,,
Viet Nam,Women,Female,zinc,15.0,67.2,,
Viet Nam,Women,Female,zinc,15.0,71.1,,
Viet Nam,Women,Female,zinc,15.0,62.9,,
Cambodia,Women,All,ferritin,,8.3,,
Cambodia,Women,Female,ferritin,,4.3,,
Mongolia,Men,Male,ferritin,,0.0,,
Mongolia,Pregnant women,Female,ferritin,,16.6,,
Mongolia,Women,All,ferritin,,19.4,,
Mongolia,Men,Male,ferritin,,0.3,,
Mongolia,Men,Male,ferritin,,0.4,,
Mongolia,Men,Male,ferritin,,0.3,,
Mongolia,Men,Male,ferritin,,0.0,,
Mongolia,Pregnant women,Female,ferritin,,17.1,,
Mongolia,Pregnant women,Female,ferritin,,8.3,,
Mongolia,Pregnant women,Female,ferritin,,22.6,,
Mongolia,Pregnant women,Female,ferritin,,5.8,,
Mongolia,Pregnant women,Female,ferritin,,13.5,,
Mongolia,Pregnant women,Female,ferritin,,15.0,,
Mongolia,Pregnant women,Female,ferritin,,10.0,,
Mongolia,Women,All,ferritin,,36.7,,
Mongolia,Women,All,ferritin,,22.6,,
Mongolia,Women,All,ferritin,,35.4,,
Mongolia,Women,All,ferritin,,19.6,,
Mongolia,Women,All,ferritin,,8.0,,
Mongolia,Women,Female,ferritin,,19.3,,
Mongolia,Women,Male,ferritin,,26.0,,
Mongolia,Men,Male,ferritin,,0.4,,
Mongolia,Pregnant women,Female,ferritin,,11.9,,
Mongolia,Women,All,ferritin,,26.6,,
Mongolia,Men,Male,ferritin,,0.2,,
Mongolia,Pregnant women,Female,ferritin,,14.8,,
Mongolia,Women,All,ferritin,,20.5,,
Mongolia,Men,Male,ferritin,,0.0,,
Mongolia,Pregnant women,Female,ferritin,,9.9,,
Mongolia,Women,All,ferritin,,19.8,,
Mongolia,Men,Male,ferritin,,0.0,,
Mongolia,Pregnant women,Female,ferritin,,10.8,,
Mongolia,Women,All,ferritin,,24.7,,
Mongolia,Men,Male,ferritin,,0.0,,
Mongolia,Pregnant women,Female,ferritin,,13.6,,
Mongolia,Women,All,ferritin,,26.0,,
Mongolia,Men,Male,ferritin,,2.5,,
Mongolia,Pregnant women,Female,ferritin,,16.5,,
Mongolia,Women,All,ferritin,,30.4,,
Malawi,Men,Male,ferritin,,1.4,,
Malawi,Women,Female,ferritin,,10.6,,
Malawi,Women,All,ferritin,,17.7,,
Malawi,Children,All,ferritin,,1.2,,
Senegal,Adolescents,All,ferritin,,15.2,,
Senegal,Children,All,ferritin,,20.4,,
Senegal,Children,All,ferritin,,17.7,,
Tajikistan,Women,Female,ferritin,,8.5,,
Tajikistan,Women,All,ferritin,,6.6,,
Tajikistan,Women,Female,ferritin,,11.9,,
Tajikistan,Women,All,ferritin,,24.6,,
Tajikistan,Women,Female,ferritin,,9.1,,
Tajikistan,Women,All,ferritin,,14.5,,
Tajikistan,Women,Female,ferritin,,13.7,,
Tajikistan,Women,All,ferritin,,10.1,,
Tajikistan,Women,Female,ferritin,,8.7,,
Tajikistan,Women,All,ferritin,,22.3,,
Tajikistan,Women,Female,ferritin,,10.4,,
Tajikistan,Women,All,ferritin,,15.1,,
Timor-Leste,Women,Female,ferritin,,19.2,,
Timor-Leste,Women,Female,ferritin,,17.9,,
Timor-Leste,Women,Female,ferritin,,14.9,,
Timor-Leste,Women,All,ferritin,,42.6,,
Timor-Leste,Women,All,ferritin,,23.2,,
Timor-Leste,Women,All,ferritin,,8.7,,
Timor-Leste,Women,Female,ferritin,,18.6,,
Timor-Leste,Women,Male,ferritin,,27.5,,
Timor-Leste,Women,Female,ferritin,,20.2,,
Timor-Leste,Women,All,ferritin,,21.8,,
Timor-Leste,Women,Female,ferritin,,14.0,,
Timor-Leste,Women,All,ferritin,,25.9,,
United States of America,Women,All,ferritin,,13.5,,
United States of America,Women,All,ferritin,,7.1,,
United States of America,Women,All,ferritin,,3.7,,
Canada,Adults,All,homocysteine,20.0,3.2,,
Canada,Adults,All,homocysteine,46.0,5.8,,
United Kingdom,Adults,All,homocysteine,19.0,15.2,32.5,
United Kingdom,Adults,All,homocysteine,19.0,20.3,36.3,
United Kingdom,Adults,All,homocysteine,19.0,17.4,39.9,
United Kingdom,Adults,All,homocysteine,19.0,13.2,31.7,
Canada,Men,Male,homocysteine,20.0,4.8,,
Canada,Men,Male,homocysteine,46.0,7.6,,
Costa Rica,Men,Male,homocysteine,20.0,13.8,,
Costa Rica,Men,Male,homocysteine,20.0,14.7,,
Costa Rica,Men,Male,homocysteine,20.0,12.7,,
Costa Rica,Men,Male,homocysteine,20.0,13.9,,
United Kingdom,Men,Male,homocysteine,19.0,41.0,25.0,
United Kingdom,Men,Male,homocysteine,19.0,33.0,29.0,
United Kingdom,Men,Male,homocysteine,25.0,26.0,31.0,
United Kingdom,Men,Male,homocysteine,35.0,31.0,25.0,
United Kingdom,Men,Male,homocysteine,50.0,37.0,33.0,
United Kingdom,Men,Male,homocysteine,19.0,19.2,39.6,
United Kingdom,Men,Male,homocysteine,19.0,21.1,38.8,
United Kingdom,Men,Male,homocysteine,19.0,16.9,42.3,
United Kingdom,Men,Male,homocysteine,19.0,11.6,37.1,
Canada,Women,Female,homocysteine,46.0,4.1,,
Costa Rica,Women,Female,homocysteine,45.0,11.1,,
Costa Rica,Women,Female,homocysteine,45.0,53.1,,
Costa Rica,Women,Female,homocysteine,45.0,36.8,,
Costa Rica,Women,Female,homocysteine,45.0,10.1,,
United Kingdom,Women,Female,homocysteine,19.0,11.5,25.9,
United Kingdom,Women,Female,homocysteine,19.0,19.3,33.6,
United Kingdom,Women,Female,homocysteine,19.0,18.0,37.5,
United Kingdom,Women,Female,homocysteine,19.0,14.6,27.2,
Ecuador,Adults,All,folate_rbc,20.0,1.1,,
Ecuador,Adults,All,folate_rbc,30.0,1.1,,
Ecuador,Adults,All,folate_rbc,40.0,0.1,,
Ecuador,Adults,All,folate_rbc,50.0,0.2,,
United Kingdom,Men,Male,folate_rbc,19.0,13.0,,
United Kingdom,Men,Male,folate_rbc,19.0,5.0,,
United Kingdom,Men,Male,folate_rbc,25.0,4.0,,
United Kingdom,Men,Male,folate_rbc,35.0,5.0,,
United Kingdom,Men,Male,folate_rbc,50.0,2.0,,
United Kingdom,Adults,All,folate_rbc,19.0,8.0,,
United Kingdom,Men,Male,folate_rbc,19.0,5.0,,
United Kingdom,Women,Female,folate_rbc,19.0,10.0,,
United Kingdom,Adults,All,folate_rbc,19.0,10.0,,
United Kingdom,Men,Male,folate_rbc,19.0,11.0,,
United Kingdom,Women,Female,folate_rbc,19.0,9.0,,
United Kingdom,Adults,All,folate_rbc,19.0,9.0,,
United Kingdom,Men,Male,folate_rbc,19.0,8.0,,
United Kingdom,Women,Female,folate_rbc,19.0,10.0,,
United Kingdom,Adults,All,folate_rbc,19.0,14.0,,
United Kingdom,Men,Male,folate_rbc,19.0,13.0,,
United Kingdom,Women,Female,folate_rbc,19.0,14.0,,
United Kingdom,Adults,All,folate_rbc,19.0,16.0,,
United Kingdom,Men,Male,folate_rbc,19.0,11.0,,
United Kingdom,Women,Female,folate_rbc,19.0,21.0,,
United Kingdom,Adults,All,folate_rbc,19.0,24.0,,
United Kingdom,Men,Male,folate_rbc,19.0,22.0,,
United Kingdom,Women,Female,folate_rbc,19.0,26.0,,
United Kingdom,Adults,All,folate_rbc,19.0,12.0,,
United Kingdom,Men,Male,folate_rbc,19.0,9.0,,
United Kingdom,Women,Female,folate_rbc,19.0,17.0,,
United Kingdom,Adults,All,folate_rbc,19.0,11.0,,
United Kingdom,Men,Male,folate_rbc,19.0,8.0,,
United Kingdom,Women,Female,folate_rbc,19.0,15.0,,
United Kingdom,Adults,All,folate_rbc,19.0,5.0,,
United Kingdom,Men,Male,folate_rbc,19.0,1.0,,
United Kingdom,Women,Female,folate_rbc,19.0,9.0,,
Ireland,Adults,All,folate_rbc,18.0,6.0,,
New Zealand,Adults,All,folate_rbc,15.0,2.2,,
New Zealand,Men,Male,folate_rbc,15.0,1.8,,
New Zealand,Men,Male,folate_rbc,19.0,4.5,,
New Zealand,Men,Male,folate_rbc,31.0,1.6,,
New Zealand,Men,Male,folate_rbc,51.0,0.4,,
New Zealand,Women,Female,folate_rbc,51.0,1.0,,
Sweden,Adults,All,folate_rbc,18.0,2.0,,
Sweden,Women,Female,folate_rbc,18.0,3.0,,
United States of America,Adults,All,folate_rbc,40.0,0.4,,
Ecuador,Adults,Female,folate_plasma,50.0,1.5,,
Spain,Adults,All,folate_plasma,25.0,2.1,,
Spain,Men,Male,folate_plasma,25.0,0.8,,
Spain,Women,Female,folate_plasma,25.0,3.0,,
Ethiopia,Men,Male,folate_plasma,15.0,0.0,,
Ethiopia,Men,Male,folate_plasma,15.0,4.5,,
Ethiopia,Men,Male,folate_plasma,15.0,1.3,,
Ethiopia,Men,Male,folate_plasma,15.0,0.7,,
Ethiopia,Men,Male,folate_plasma,15.0,2.5,,
Ethiopia,Men,Male,folate_plasma,15.0,0.0,,
Ethiopia,Men,Male,folate_plasma,15.0,1.4,,
France,Adults,All,folate_plasma,18.0,1.2,,
France,Adults,Female,folate_plasma,18.0,1.9,,
France,Adults,Male,folate_plasma,18.0,0.5,,
United Kingdom,Adults,All,folate_plasma,19.0,2.0,,
United Kingdom,Men,Male,folate_plasma,19.0,0.0,,
United Kingdom,Women,Female,folate_plasma,19.0,3.0,,
United Kingdom,Adults,All,folate_plasma,19.0,3.0,,
United Kingdom,Men,Male,folate_plasma,19.0,1.0,,
United Kingdom,Women,Female,folate_plasma,19.0,6.0,,
United Kingdom,Adults,All,folate_plasma,19.0,2.6,,
United Kingdom,Men,Male,folate_plasma,19.0,0.3,,
United Kingdom,Women,Female,folate_plasma,19.0,4.7,,
United Kingdom,Adults,All,folate_plasma,19.0,2.0,,
United Kingdom,Men,Male,folate_plasma,19.0,1.0,,
United Kingdom,Women,Female,folate_plasma,19.0,3.0,,
United Kingdom,Adults,All,folate_plasma,19.0,3.0,,
United Kingdom,Men,Male,folate_plasma,19.0,1.0,,
United Kingdom,Women,Female,folate_plasma,19.0,5.0,,
United Kingdom,Adults,All,folate_plasma,19.0,3.0,,
United Kingdom,Men,Male,folate_plasma,19.0,0.0,,
United Kingdom,Women,Female,folate_plasma,19.0,5.0,,
United Kingdom,Adults,All,folate_plasma,19.0,2.0,,
United Kingdom,Men,Male,folate_plasma,19.0,0.0,,
United Kingdom,Women,Female,folate_plasma,19.0,4.2,,
United Kingdom,Adults,All,folate_plasma,19.0,1.9,,
United Kingdom,Men,Male,folate_plasma,19.0,0.8,,
United Kingdom,Women,Female,folate_plasma,19.0,3.0,,
United Kingdom,Adults,All,folate_plasma,19.0,3.0,,
United Kingdom,Men,Male,folate_plasma,19.0,2.0,,
United Kingdom,Women,Female,folate_plasma,19.0,3.9,,
Iran,Men,Male,folate_plasma,45.0,2.1,,
Iran,Women,Female,folate_plasma,50.0,6.2,,
Iran,Adults,All,folate_plasma,50.0,3.0,,
Iran,Men,Male,folate_plasma,45.0,0.0,,
Iran,Women,Female,folate_plasma,50.0,5.3,,
Iran,Men,Male,folate_plasma,45.0,0.6,,
Iran,Women,Female,folate_plasma,50.0,6.0,,
Kenya,Men,Male,folate_plasma,15.0,2.9,,
Kenya,Men,Male,folate_plasma,15.0,3.5,,
Kenya,Men,Male,folate_plasma,15.0,2.0,,
 Korea,Men,Male,folate_plasma,18.0,0.3,,
 Korea,Men,Male,folate_plasma,50.0,1.1,,
 Korea,Men,Male,folate_plasma,50.0,1.3,,
 Korea,Men,Male,folate_plasma,55.0,1.5,,
 Korea,Women,Female,folate_plasma,50.0,5.5,,
 Korea,Women,Female,folate_plasma,50.0,3.7,,
 Korea,Women,Female,folate_plasma,55.0,0.9,,
Mexico,Men,Male,folate_plasma,20.0,10.0,,
Mexico,Men,Male,folate_plasma,20.0,1.5,,
Mexico,Men,Male,folate_plasma,30.0,7.2,,
Mexico,Men,Male,folate_plasma,40.0,8.5,,
Mexico,Men,Male,folate_plasma,50.0,10.6,,
Mexico,Men,Male,folate_plasma,65.0,19.9,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.1,,
Mongolia,Men,Male,folate_plasma,20.0,0.0,,
Mongolia,Men,Male,folate_plasma,30.0,0.3,,
Mongolia,Men,Male,folate_plasma,40.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.2,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,0.0,,
Mongolia,Men,Male,folate_plasma,15.0,1.3,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,6.9,,
Malawi,Men,Male,folate_plasma,20.0,2.4,,
Malawi,Men,Male,folate_plasma,20.0,3.4,,
Malawi,Men,Male,folate_plasma,30.0,0.0,,
Malawi,Men,Male,folate_plasma,30.0,2.6,,
Malawi,Men,Male,folate_plasma,40.0,12.0,,
Malawi,Men,Male,folate_plasma,40.0,0.0,,
Malawi,Men,Male,folate_plasma,50.0,0.0,,
Malawi,Men,Male,folate_plasma,50.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.4,,
Malawi,Men,Male,folate_plasma,20.0,8.9,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,30.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,2.8,,
Malawi,Men,Male,folate_plasma,20.0,3.7,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,3.8,,
Malawi,Men,Male,folate_plasma,20.0,7.9,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,15.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
Malawi,Men,Male,folate_plasma,20.0,0.0,,
New Zealand,Adults,All,folate_plasma,15.0,2.1,,
New Zealand,Adults,Female,folate_plasma,15.0,3.5,,
New Zealand,Men,Male,folate_plasma,15.0,0.6,,
New Zealand,Men,Male,folate_plasma,19.0,0.0,,
New Zealand,Men,Male,folate_plasma,31.0,1.3,,
New Zealand,Men,Male,folate_plasma,51.0,0.3,,
New Zealand,Women,Female,folate_plasma,51.0,2.1,,
Philippines,Adults,All,folate_plasma,20.0,54.4,,
Ecuador,Adults,Female,Hemoglobin,50.0,1.5,,
Spain,Adults,All,Hemoglobin,25.0,2.1,,
Spain,Men,Male,Hemoglobin,25.0,0.8,,
Spain,Women,Female,Hemoglobin,25.0,3.0,,
Ethiopia,Men,Male,Hemoglobin,15.0,0.0,,
Ethiopia,Men,Male,Hemoglobin,15.0,4.5,,
Ethiopia,Men,Male,Hemoglobin,15.0,1.3,,
Ethiopia,Men,Male,Hemoglobin,15.0,0.7,,
Ethiopia,Men,Male,Hemoglobin,15.0,2.5,,
Ethiopia,Men,Male,Hemoglobin,15.0,0.0,,
Ethiopia,Men,Male,Hemoglobin,15.0,1.4,,
France,Adults,All,Hemoglobin,18.0,1.2,,
France,Adults,Female,Hemoglobin,18.0,1.9,,
France,Adults,Male,Hemoglobin,18.0,0.5,,
United Kingdom,Adults,All,Hemoglobin,19.0,2.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,3.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,3.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,1.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,6.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,2.6,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.3,,
United Kingdom,Women,Female,Hemoglobin,19.0,4.7,,
United Kingdom,Adults,All,Hemoglobin,19.0,2.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,1.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,3.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,3.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,1.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,5.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,3.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,5.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,2.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,4.2,,
United Kingdom,Adults,All,Hemoglobin,19.0,1.9,,
United Kingdom,Men,Male,Hemoglobin,19.0,0.8,,
United Kingdom,Women,Female,Hemoglobin,19.0,3.0,,
United Kingdom,Adults,All,Hemoglobin,19.0,3.0,,
United Kingdom,Men,Male,Hemoglobin,19.0,2.0,,
United Kingdom,Women,Female,Hemoglobin,19.0,3.9,,
Iran,Men,Male,Hemoglobin,45.0,2.1,,
Iran,Women,Female,Hemoglobin,50.0,6.2,,
Iran,Adults,All,Hemoglobin,50.0,3.0,,
Iran,Men,Male,Hemoglobin,45.0,0.0,,
Iran,Women,Female,Hemoglobin,50.0,5.3,,
Iran,Men,Male,Hemoglobin,45.0,0.6,,
Iran,Women,Female,Hemoglobin,50.0,6.0,,
Kenya,Men,Male,Hemoglobin,15.0,2.9,,
Kenya,Men,Male,Hemoglobin,15.0,3.5,,
Kenya,Men,Male,Hemoglobin,15.0,2.0,,
Korea,Men,Male,Hemoglobin,18.0,0.3,,
 Korea,Men,Male,Hemoglobin,50.0,1.1,,
 Korea,Men,Male,Hemoglobin,50.0,1.3,,
 Korea,Men,Male,Hemoglobin,55.0,1.5,,
 Korea,Women,Female,Hemoglobin,50.0,5.5,,
 Korea,Women,Female,Hemoglobin,50.0,3.7,,
 Korea,Women,Female,Hemoglobin,55.0,0.9,,
Mexico,Men,Male,Hemoglobin,20.0,10.0,,
Mexico,Men,Male,Hemoglobin,20.0,1.5,,
Mexico,Men,Male,Hemoglobin,30.0,7.2,,
Mexico,Men,Male,Hemoglobin,40.0,8.5,,
Mexico,Men,Male,Hemoglobin,50.0,10.6,,
Mexico,Men,Male,Hemoglobin,65.0,19.9,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.1,,
Mongolia,Men,Male,Hemoglobin,20.0,0.0,,
Mongolia,Men,Male,Hemoglobin,30.0,0.3,,
Mongolia,Men,Male,Hemoglobin,40.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.2,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,0.0,,
Mongolia,Men,Male,Hemoglobin,15.0,1.3,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,6.9,,
Malawi,Men,Male,Hemoglobin,20.0,2.4,,
Malawi,Men,Male,Hemoglobin,20.0,3.4,,
Malawi,Men,Male,Hemoglobin,30.0,0.0,,
Malawi,Men,Male,Hemoglobin,30.0,2.6,,
Malawi,Men,Male,Hemoglobin,40.0,12.0,,
Malawi,Men,Male,Hemoglobin,40.0,0.0,,
Malawi,Men,Male,Hemoglobin,50.0,0.0,,
Malawi,Men,Male,Hemoglobin,50.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.4,,
Malawi,Men,Male,Hemoglobin,20.0,8.9,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,30.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,2.8,,
Malawi,Men,Male,Hemoglobin,20.0,3.7,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,3.8,,
Malawi,Men,Male,Hemoglobin,20.0,7.9,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,15.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
Malawi,Men,Male,Hemoglobin,20.0,0.0,,
New Zealand,Adults,All,Hemoglobin,15.0,2.1,,
New Zealand,Adults,Female,Hemoglobin,15.0,3.5,,
New Zealand,Men,Male,Hemoglobin,15.0,0.6,,
New Zealand,Men,Male,Hemoglobin,19.0,0.0,,
New Zealand,Men,Male,Hemoglobin,31.0,1.3,,
New Zealand,Men,Male,Hemoglobin,51.0,0.3,,
New Zealand,Women,Female,Hemoglobin,51.0,2.1,,
Philippines,Adults,All,Hemoglobin,20.0,54.4,,
Ecuador,Adults,Female,iron_deficiency_anemia,50.0,1.5,,
Spain,Adults,All,iron_deficiency_anemia,25.0,2.1,,
Spain,Men,Male,iron_deficiency_anemia,25.0,0.8,,
Spain,Women,Female,iron_deficiency_anemia,25.0,3.0,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,4.5,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,1.3,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,0.7,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,2.5,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,0.0,,
Ethiopia,Men,Male,iron_deficiency_anemia,15.0,1.4,,
France,Adults,All,iron_deficiency_anemia,18.0,1.2,,
France,Adults,Female,iron_deficiency_anemia,18.0,1.9,,
France,Adults,Male,iron_deficiency_anemia,18.0,0.5,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,2.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,1.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,6.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,2.6,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.3,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,4.7,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,2.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,1.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,1.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,5.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,5.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,2.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,4.2,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,1.9,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,0.8,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Adults,All,iron_deficiency_anemia,19.0,3.0,,
United Kingdom,Men,Male,iron_deficiency_anemia,19.0,2.0,,
United Kingdom,Women,Female,iron_deficiency_anemia,19.0,3.9,,
Iran,Men,Male,iron_deficiency_anemia,45.0,2.1,,
Iran,Women,Female,iron_deficiency_anemia,50.0,6.2,,
Iran,Adults,All,iron_deficiency_anemia,50.0,3.0,,
Iran,Men,Male,iron_deficiency_anemia,45.0,0.0,,
Iran,Women,Female,iron_deficiency_anemia,50.0,5.3,,
Iran,Men,Male,iron_deficiency_anemia,45.0,0.6,,
Iran,Women,Female,iron_deficiency_anemia,50.0,6.0,,
Kenya,Men,Male,iron_deficiency_anemia,15.0,2.9,,
Kenya,Men,Male,iron_deficiency_anemia,15.0,3.5,,
Kenya,Men,Male,iron_deficiency_anemia,15.0,2.0,,
Korea,Men,Male,iron_deficiency_anemia,18.0,0.3,,
Korea,Men,Male,iron_deficiency_anemia,50.0,1.1,,
Korea,Men,Male,iron_deficiency_anemia,50.0,1.3,,
Korea,Men,Male,iron_deficiency_anemia,55.0,1.5,,
Korea,Women,Female,iron_deficiency_anemia,50.0,5.5,,
Korea,Women,Female,iron_deficiency_anemia,50.0,3.7,,
Korea,Women,Female,iron_deficiency_anemia,55.0,0.9,,
Mexico,Men,Male,iron_deficiency_anemia,20.0,10.0,,
Mexico,Men,Male,iron_deficiency_anemia,20.0,1.5,,
Mexico,Men,Male,iron_deficiency_anemia,30.0,7.2,,
